Location;Participants;Cost
Concord Dawn, Rebel Alliance;Galen Erso, Jan Dodonna, Luminara Unduli, Pong Krell, Rey vs. Inspector Thanoth;$5000
Bespin, Rebel Alliance;Captain Jeremoch Colton, Queen Miraj Scintel, Thor vs. Baze Malbus, Gavyn Sykes, Saw Gerrera;$9000
Jedha, The Empire;Captain Phasma, Moff Tiaan Jerjerrod, Riley, Wuher vs. Agen Kolar, Avengers, Chewbacca, Commander Fil, Klaatu, Luminara Unduli, Lyn Me, Orson Krennic, R2-D2, Teedo;$4000
Yavin, Manhattan;Aiolin and Morit Astarte vs. Beru Whitesun Lars, Bodhi Rook, Captain Jeremoch Colton, Commander Bly, Darth Bane, General Crix Madine, General Maximilian Veers, Jango Fett, Mace Windu, Mawhonic, Mister Bones, Salacious B. Crumb, Wolverine, Yané;$17000
Sullust, Manhattan;Grand Moff Wilhuff Tarkin vs. Meena Tills, Rey, Thor;$4000
Jedha, The Empire;Admiral Conan Antonio Motti, Admiral Gial Ackbar, Ben Quadinaros, Jas Emari, Luminara Unduli, Queen Breha Organa, Rune Haako, Savage Opress, Sora Bulq vs. U9-C4, X-Men;$4000
Coruscant, Rebel Alliance;Asajj Ventress, Luke Skywalker, Malé-Dee, Oppo Rancisis vs. BB-8, Bodhi Rook, Leia Organa, Qui-Gon Jinn, Rappertunie, Saesee Tiin;$1000
Rodia, Manhattan;Captain Roos Tarpals, Chewbacca, Clone Trooper Tup, Jyn Erso, R5-D4, Wolverine vs. Grand Moff Wilhuff Tarkin;$20000
Sullust, Manhattan;Agen Kolar, Bazine Netal, General Grievous, Leia Organa, Mother Talzin, Obi-Wan Kenobi vs. C-3PO, Captain Roos Tarpals, General Maximilian Veers, Meena Tills, Wes Janson;$5000
Jedha, The Empire;Jabba the Hutt vs. Ezra Bridger, Joclad Danva, Kylo Ren, Mother Talzin, Rako Hardeen;$6000
Kashyyyk, The Empire;Avengers, Oola, R2-KT vs. Malakili, Sana Starros, Shara Bey;$8000
Onderon, Manhattan;2-1B, Alton Kastle, Quarrie vs. Commander Bly;$2000
Alderaan, Rebel Alliance;Almec, Rorschach, Watchmen vs. Clone 99, General Maximilian Veers;$2000
Yavin, Manhattan;Bazine Netal, Captain Phasma, Luminara Unduli, Maz Kanata, Poe Dameron, San Hill, Sarkli, Wat Tambor vs. Watchmen;$1000
Kamino, The Empire;Alton Kastle vs. San Hill, Shara Bey;$1000
Onderon, Manhattan;Thor vs. Captain Panaka, R2-KT, R5-D4, Rey, Wat Tambor;$3000
Onderon, Manhattan;Sebulba vs. Joh Yowza;$3000
Bespin, Rebel Alliance;Jan Dodonna, Quinlan Vos vs. Mawhonic;$0
Hell's Kitchen, Manhattan;Han Solo, Kylo Ren vs. Rinnrivin Di, Shu Mai;$8000
Concord Dawn, Rebel Alliance;Embo, Mother Talzin, Wolverine vs. Rogue Squadron;$3000
Kamino, The Empire;Han Solo, Luke Skywalker, Quarrie vs. Thor;$4000
Concord Dawn, Rebel Alliance;Chirrut Îmwe vs. Count Dooku;$3000
Yavin, Manhattan;0-0-0, Agent Kallus, FX-7, Moradmin Bast vs. Hondo Ohnaka, R2-Q5;$2000
Jedha, The Empire;Leia Organa vs. Thor;$1000
Hosnian Prime, The Empire;Wullf Yularen vs. Rey, Riff Tamson, Sana Starros;$2000
Tatooine, Manhattan;8D8, Gavyn Sykes, Letta Turmond, Mace Windu, Mon Mothma, Shaak Ti, Watchmen vs. Boba Fett, Gungi;$2000
Bespin, Rebel Alliance;Ki-Adi-Mundi, Luke Skywalker, Osi Sobeck vs. Dengar, Iron Man, Moff Delian Mors;$8000
Concord Dawn, Rebel Alliance;Iron Man, Lieutenant Watts vs. Avengers, Chewbacca, Jar Jar Binks, RA-7;$3000
Tatooine, Manhattan;Lando Calrissian, Sora Bulq vs. Admiral Gial Ackbar, Boba Fett, Nien Nunb, Ona Nobis, Rey, Thane Kyrell;$16000
Mon Cala, The Empire;Captain Gregor, Hondo Ohnaka, Ric Olié vs. FN-2199;$8000
Scarif, Manhattan;Chief Chirpa, Han Solo, Jyn Erso, Kylo Ren, Oppo Rancisis, Pong Krell, Tion Medon, X-Men vs. Avengers, BB-8, Captain Jeremoch Colton, Chirrut Îmwe, Garindan;$16000
Yavin, Manhattan;Dexter Jettster vs. Lumat;$0
Geonosis, The Empire;Darth Bane, Wullf Yularen vs. Avengers, Thor, Wolverine;$1000
Endor, Rebel Alliance;Agent Kallus, Armitage Hux, Bazine Netal, Leia Organa, Max Rebo, Palpatine vs. Chirrut Îmwe, Shaak Ti, Sola Naberrie;$4000
Dathomir, Rebel Alliance;Ezra Bridger, Iron Man, Ree-Yees, Romba vs. C-3PO, Jas Emari, Watchmen;$16000
Hosnian Prime, The Empire;Admiral Gial Ackbar, Ben Quadinaros, Captain Rex, Has Obbit vs. Alton Kastle, Avengers, Berch Teller, Grand Moff Wilhuff Tarkin, Inquisitors, Iron Man, Jyn Erso, Qui-Gon Jinn, Wolverine;$2000
Coruscant, Rebel Alliance;Avengers, Darth Maul, Gonk droid, Moff Delian Mors vs. Boba Fett, Max Rebo, Poggle the Lesser, Thor;$23000
Bespin, Rebel Alliance;Admiral Trench, Amee, Bren Derlin, Che Amanwe Papanoida, Chief Chirpa, General Maximilian Veers, Joclad Danva, Nien Nunb, Ona Nobis, Pong Krell, Wat Tambor, Watchmen vs. Chewbacca, Saesee Tiin;$32000
Kashyyyk, The Empire;Admiral Gial Ackbar, C-3PO, Clone Trooper Fives, Kylo Ren, R5-D4, Rogue Squadron vs. Sana Starros;$6000
Kashyyyk, The Empire;Commander Bly, Gungi, Thor, Wedge Antilles vs. Xamuel Lennox;$4000
Dathomir, Rebel Alliance;Governor Arihnda Pryce, Has Obbit, Nute Gunray, Rappertunie, Yané vs. General Carlist Rieekan;$4000
Kamino, The Empire;FX-7 vs. Cassian Andor, Lama Su, Obi-Wan Kenobi, Teedo, Wullf Yularen;$9000
Nal Hutta, The Empire;Admiral Gial Ackbar, Chief Chirpa, Jyn Erso, Poe Dameron, Quarrie, Shaak Ti, Watchmen vs. Cliegg Lars;$8000
Endor, Rebel Alliance;Admiral Gial Ackbar, Iron Man, Leia Organa vs. Governor Arihnda Pryce, Malé-Dee;$10000
Jedha, The Empire;Sinjir Rath Velus, Thor, X-Men vs. 4-LOM, Sebulba;$0
Kamino, The Empire;X-Men vs. Commander Bly, General Carlist Rieekan;$2000
Jedha, The Empire;Beru Whitesun Lars, FX-7, Han Solo, Leia Organa, Salacious B. Crumb, Savage Opress vs. Gonk droid;$5000
Lothal, The Empire;Rey vs. Ransolm Casterfo;$1000
Jedha, The Empire;Chewbacca, Daultay Dofine, Norra Wexley, X-Men vs. Kylo Ren;$4000
Kashyyyk, The Empire;Bren Derlin, Captain Jeremoch Colton, Cassian Andor, Mother Talzin, Rorschach vs. Captain Gregor;$2000
Rodia, Manhattan;Beru Whitesun Lars, Ric Olié vs. R2-D2;$1000
Kamino, The Empire;Captain Phasma, Han Solo, Hondo Ohnaka, R2-D2 vs. Ezra Bridger, Oola, Paploo, Wedge Antilles;$0
Jedha, The Empire;R2-D2, Shu Mai, Teedo vs. Asajj Ventress, Avengers;$15000
Jedha, The Empire;Iron Man, Rogue Squadron vs. Bossk, Cassian Andor, Dexter Jettster;$0
Mon Cala, The Empire;Alton Kastle, Luke Skywalker vs. BB-8, Cliegg Lars;$1000
Nal Hutta, The Empire;Teedo vs. Baze Malbus, C-3PO, Orson Krennic, R2-D2, Salacious B. Crumb, Yarael Poof;$13000
Kashyyyk, The Empire;Luke Skywalker, Oppo Rancisis, Ransolm Casterfo vs. Ahri Raas, Conder Kyl, Longo Two-Guns;$8000
Kamino, The Empire;Hevy, Max Rebo, Rae Sloane, Rappertunie, Wolverine, Zam Wesell vs. Chief Chirpa, Daultay Dofine, Kylo Ren, Pablo-Jill;$9000
Jedha, The Empire;Avengers, Bail Prestor Organa, Captain Roos Tarpals, Han Solo, Paploo, Zuckuss vs. Ciena Ree;$29000
Concord Dawn, Rebel Alliance;Captain Roos Tarpals vs. Asajj Ventress, Queen Miraj Scintel;$3000
Bespin, Rebel Alliance;Captain Phasma vs. Cassian Andor, Huyang, Nahdar Vebb, Savage Opress;$12000
Alderaan, Rebel Alliance;Chewbacca, Salacious B. Crumb, Shaak Ti, Sifo-Dyas, Wullf Yularen vs. BB-8, Cassian Andor, Chirrut Îmwe;$8000
Onderon, Manhattan;Nahdar Vebb vs. Anakin Skywalker, Cad Bane, Han Solo, Po Nudo Paul, Royal Guard, Saché;$4000
Nal Hutta, The Empire;Bo-Katan Kryze vs. Chirrut Îmwe, Governor Arihnda Pryce, Iron Man, Luke Skywalker, Rey, Wullf Yularen, X-Men;$0
Bespin, Rebel Alliance;Chewbacca, Grand Moff Wilhuff Tarkin, Longo Two-Guns, Saw Gerrera vs. Cassian Andor;$3000
Subterrel, Manhattan;Clone Trooper Fives, Count Dooku, R2-KT vs. Cassian Andor, Gardulla the Hutt, Ree-Yees, Wedge Antilles;$2000
Concord Dawn, Rebel Alliance;Aiolin and Morit Astarte, FN-2199 vs. Berch Teller;$2000
Yavin, Manhattan;Sabine Wren vs. Avengers, Orson Krennic, Sana Starros;$2000
Kashyyyk, The Empire;AP-5, Chirrut Îmwe, Huyang, Malé-Dee, Rako Hardeen, San Hill vs. Jom Barell, Raymus Antilles;$8000
Bespin, Rebel Alliance;Darth Maul, Echuu Shen-Jon, Jyn Erso vs. Captain Jeremoch Colton, Mina Bonteri, Sarkli, Shmi Skywalker;$3000
Sullust, Manhattan;Anakin Skywalker, Darth Plagueis, Iron Man, Wolverine vs. Cham Syndulla, Chewbacca, Dexter Jettster, Echuu Shen-Jon, Lama Su, Luke Skywalker, Sergeant Kreel, Sora Bulq;$23000
Kashyyyk, The Empire;Avengers, Lando Calrissian, The Bendu vs. Cham Syndulla, Jas Emari, Padmé Amidala, Salacious B. Crumb, Shu Mai;$7000
Coruscant, Rebel Alliance;Bren Derlin, Gungi, Lando Calrissian, Poe Dameron, Rey, San Hill vs. Commander Wolffe, Iron Man, Pablo-Jill, Wedge Antilles;$5000
Bespin, Rebel Alliance;Lieutenant Thire, R2-KT, Rorschach, Shaak Ti vs. Queen Miraj Scintel;$3000
Mon Cala, The Empire;Chewbacca, Po Nudo Paul, Rogue Squadron vs. Luke Skywalker, Orson Krennic;$4000
Sullust, Manhattan;Boba Fett, Finn, R2-D2 vs. Han Solo, Lott Dod, Norra Wexley;$2000
Alderaan, Rebel Alliance;Poggle the Lesser vs. Clone Trooper Fives, R5-D4;$1000
Jedha, The Empire;Avengers, Sana Starros, Yoda vs. Amee, Savage Opress;$3000
Sullust, Manhattan;Mercurial Swift, Padmé Amidala, San Hill vs. Orrimaarko, Ransolm Casterfo;$2000
Umbara, Manhattan;Aiolin and Morit Astarte, Lieutenant Watts, Luke Skywalker vs. Ahsoka Tano, Padmé Amidala, San Hill;$2000
Hosnian Prime, The Empire;Borvo the Hutt, Captain Phasma, Count Dooku, Nute Gunray vs. Mace Windu, Onaconda Farr, Wolverine;$7000
Mustafar, The Empire;4-LOM, Moff Delian Mors vs. AP-5, Finis Valorum, San Hill, Zuckuss;$12000
Kashyyyk, The Empire;Queen Apailana vs. Alton Kastle;$5000
Kashyyyk, The Empire;Chewbacca vs. Garindan;$0
Onderon, Manhattan;0-0-0, Watchmen vs. Longo Two-Guns, Max Rebo, Poe Dameron, Teebo;$11000
Alderaan, Rebel Alliance;Aayla Secura, Aiolin and Morit Astarte, Darth Bane, Jom Barell, Norra Wexley vs. Grand Admiral Thrawn;$11000
Endor, Rebel Alliance;Po Nudo Paul vs. Snaggletooth;$12000
Dagobah, Rebel Alliance;Palpatine vs. Admiral Gial Ackbar, Chirrut Îmwe, Commander Bly, Leia Organa, Mace Windu, Moff Tiaan Jerjerrod, Ona Nobis, Orson Krennic, Queen Miraj Scintel;$9000
Onderon, Manhattan;2-1B, Admiral Gial Ackbar, Agent Kallus, Poe Dameron, Savage Opress, Sifo-Dyas vs. Black Krrsantan, Captain Lorth Needa, FN-2199, Iron Man, Jom Barell, Longo Two-Guns, Moralo Eval, Queen Miraj Scintel, Sly Moore, X-Men;$9000
Dagobah, Rebel Alliance;Tulon Voidgazer, Yané vs. Darth Maul, Eli Vanto;$2000
Scarif, Manhattan;Greer Sonnel, Padmé Amidala, Queen Apailana, Teedo vs. Rey;$1000
Onderon, Manhattan;Iron Man, Leia Organa, Longo Two-Guns vs. Sabine Wren;$10000
Kashyyyk, The Empire;Agent Kallus, Black Krrsantan, Quinlan Vos vs. Jobal Naberrie;$5000
Onderon, Manhattan;Jas Emari, Palpatine vs. Agent Kallus, Eli Vanto, Plo Koon;$2000
Geonosis, The Empire;Rorschach vs. Ahsoka Tano, Captain Phasma, Cassian Andor, Luke Skywalker, Osi Sobeck;$5000
Concord Dawn, Rebel Alliance;Chirrut Îmwe, Jom Barell, Lieutenant Watts, Nute Gunray, Watchmen vs. Admiral Terrinald Screed, BB-8, Count Dooku, Daultay Dofine, Jobal Naberrie, Kylo Ren, Leia Organa, Oppo Rancisis, Rotta the Hutt, San Hill, Shaak Ti, Shu Mai, Wat Tambor;$3000
Kashyyyk, The Empire;BB-8, Chewbacca, Lando Calrissian, Palpatine vs. Arvel Crynyd, Ree-Yees, Wicket W. Warrick;$16000
Endor, Rebel Alliance;Aiolin and Morit Astarte, Avengers, C-3PO, Cassian Andor, Conder Kyl, Eneb Ray, Iron Man, Joclad Danva, Leia Organa, Moralo Eval, Padmé Amidala, R2-D2, Savage Opress, Watchmen, Wolverine vs. Hera Syndulla;$9000
Kashyyyk, The Empire;Malakili vs. Watchmen;$3000
Dagobah, Rebel Alliance;Clone Trooper Fives, Obi-Wan Kenobi vs. Dapp;$5000
Scarif, Manhattan;Avengers vs. Boba Fett, Longo Two-Guns;$4000
Hosnian Prime, The Empire;Queen Breha Organa, Rey vs. R2-D2, X-Men;$3000
Mandalore, The Empire;Po Nudo Paul, Sebulba, Watto, X-Men vs. Avengers, Baze Malbus, Captain Gregor, Cordé, IG-88, Inquisitors, Iron Man, Sora Bulq;$13000
Subterrel, Manhattan;Aayla Secura, Anakin Skywalker, Gonk droid, Gungi, Lando Calrissian vs. Ezra Bridger, Oppo Rancisis;$2000
Endor, Rebel Alliance;Lyn Me vs. C-3PO;$4000
Corellia, Rebel Alliance;Daultay Dofine, Jubnuk, Pong Krell, Ric Olié, San Hill vs. Even Piell, Ima-Gun Di;$5000
Tatooine, Manhattan;Moralo Eval, Watchmen vs. Ree-Yees, Wolverine;$1000
Concord Dawn, Rebel Alliance;Ahri Raas, Amee, Commander Jet, Count Dooku, General Crix Madine, Malé-Dee, Nute Gunray, Rorschach, Wolverine vs. Ody Mandrell;$5000
Tatooine, Manhattan;Admiral Conan Antonio Motti, Alton Kastle, Cordé, Jobal Naberrie, Thane Kyrell vs. Barada, Sana Starros;$8000
Tatooine, Manhattan;Count Dooku, Quinlan Vos, Ruwee Naberrie vs. Admiral Kendal Ozzel, Avengers, Captain Jeremoch Colton, Grand Admiral Thrawn, Lux Bonteri, Mace Windu, Nute Gunray, Pharl McQuarrie, Sana Starros, X-Men;$2000
Dagobah, Rebel Alliance;Mace Windu vs. Captain Gregor, Jobal Naberrie, Letta Turmond, Max Rebo, Taun We, Thor;$1000
Alderaan, Rebel Alliance;Ciena Ree, Darth Maul vs. Ahsoka Tano;$0
Kashyyyk, The Empire;BB-8, Count Dooku, Mister Bones, Quinlan Vos vs. 4-LOM, Berch Teller, C-3PO, Cliegg Lars, Darth Maul, Daultay Dofine, Embo, Gardulla the Hutt, Kylo Ren, Malakili, Momaw Nadon, Sabine Wren, Salacious B. Crumb, Teedo;$11000
Onderon, Manhattan;Lieutenant Watts, Obi-Wan Kenobi vs. Alton Kastle, Feral;$5000
Bespin, Rebel Alliance;Shara Bey vs. Finn, Gungi, Leia Organa, Longo Two-Guns, Meena Tills, Yoda;$0
Concord Dawn, Rebel Alliance;Baze Malbus, Captain Jeremoch Colton, Ebe E. Endocott, Ezra Bridger, Finn, Gardulla the Hutt, Qui-Gon Jinn, San Hill, Wedge Antilles vs. General Crix Madine;$1000
Hell's Kitchen, Manhattan;Baze Malbus, Cordé, Orson Krennic, Poggle the Lesser, Pre Vizsla, Rogue Squadron, Wolverine vs. Leia Organa;$0
Tatooine, Manhattan;Avengers, Beru Whitesun Lars, Dengar, Han Solo, Qui-Gon Jinn, Ree-Yees, Watto vs. Adi Gallia, Kylo Ren, Ponda Baba, R5-D4, Rinnrivin Di;$15000
Concord Dawn, Rebel Alliance;Avengers, Leia Organa, Rorschach vs. Bodhi Rook, Clone 99, Lieutenant Thire, Lott Dod, Lumat;$22000
Kashyyyk, The Empire;Jom Barell, Niima the Hutt, Palpatine vs. Bossk, Echuu Shen-Jon, Nute Gunray, Quarrie, RA-7;$3000
Concord Dawn, Rebel Alliance;Baze Malbus, Bazine Netal, Boba Fett, Bodhi Rook, Ciena Ree, Dormé, Hondo Ohnaka, Jango Fett, Karina the Great, Mama the Hutt, Oola, Ziro the Hutt vs. Admiral Kendal Ozzel, Kylo Ren, R2-Q5, Sifo-Dyas;$0
Endor, Rebel Alliance;The Bendu vs. Embo, Greer Sonnel, Jobal Naberrie, Niima the Hutt, Sergeant Kreel, Wolverine;$6000
Jedha, The Empire;Admiral Conan Antonio Motti, Chief Chirpa, Chirrut Îmwe, Iron Man, Joph Seastriker, Longo Two-Guns, Quinlan Vos, R2-KT, Watchmen vs. R2-D2, U9-C4;$22000
Concord Dawn, Rebel Alliance;Avengers, Finn, Gavyn Sykes, Jabba the Hutt, Jobal Naberrie, Longo Two-Guns, Rey, Tikkes, Warlug vs. Gardulla the Hutt, Hondo Ohnaka, Ponda Baba, Watchmen;$12000
Hosnian Prime, The Empire;Inquisitor: Eighth Brother, Longo Two-Guns vs. Lux Bonteri;$7000
Concord Dawn, Rebel Alliance;Chewbacca, General Maximilian Veers, Padmé Amidala, Zam Wesell vs. Nute Gunray, Saché;$2000
Hosnian Prime, The Empire;Admiral Conan Antonio Motti, Han Solo, King Katuunko, Mercurial Swift, Oola, R2-D2 vs. Lando Calrissian, Leia Organa, Letta Turmond, Niima the Hutt, Queen Apailana, Ruwee Naberrie, Watchmen;$21000
Coruscant, Rebel Alliance;Avengers, Grand Moff Wilhuff Tarkin, Luke Skywalker, Teedo vs. Darth Maul, Rako Hardeen;$4000
Bespin, Rebel Alliance;Avengers, Saelt-Marae vs. Admiral Terrinald Screed, BB-8, Han Solo, Ona Nobis, R2-KT, Ransolm Casterfo, Ruwee Naberrie, Watchmen, Wolverine;$13000
Umbara, Manhattan;Boba Fett, Dormé, Joh Yowza vs. Captain Phasma, Jango Fett, Leia Organa, Ponda Baba;$4000
Kashyyyk, The Empire;Avengers vs. Jyn Erso, Luminara Unduli, Moff Tiaan Jerjerrod;$0
Hosnian Prime, The Empire;Moff Tiaan Jerjerrod, Shaak Ti vs. General Crix Madine;$4000
Jedha, The Empire;Bodhi Rook, Galen Erso, Palpatine vs. Admiral Conan Antonio Motti, Chirrut Îmwe, General Crix Madine, Saelt-Marae;$8000
Jedha, The Empire;Avengers, Finn, Rey vs. Romba, Shu Mai;$3000
Nal Hutta, The Empire;Count Dooku, General Maximilian Veers, Leia Organa, R2-D2, Teedo vs. Garindan, Watchmen;$4000
Sullust, Manhattan;Armitage Hux, Rey vs. Avengers, Cordé, Finn, General Maximilian Veers, Lando Calrissian, Mama the Hutt, Orson Krennic;$15000
Yavin, Manhattan;Commander Bly vs. Avengers, Tion Medon;$0
Mandalore, The Empire;Admiral Gial Ackbar, Almec, Bail Antilles, Lieutenant Thire, Luke Skywalker, Nien Nunb, Nute Gunray, Pablo-Jill, Rabé, TC-14, Tion Medon, X-Men vs. Admiral Conan Antonio Motti, Han Solo, Moralo Eval, San Hill, Yoda;$37000
Geonosis, The Empire;Ponda Baba vs. Avengers, Inquisitor: Fifth Brother, Jas Emari, Logray, Quarrie, R2-D2, Wedge Antilles;$0
Tatooine, Manhattan;Hera Syndulla, Leia Organa vs. Karina the Great;$3000
Bespin, Rebel Alliance;Count Dooku vs. Avengers, Dormé, Ebe E. Endocott, Luminara Unduli, Mercurial Swift, Padmé Amidala, Rey;$4000
Kashyyyk, The Empire;Clone Trooper Fives, Garindan, Gonk droid, Letta Turmond, Luke Skywalker, Ona Nobis, Ponda Baba, Pooja Naberrie, Quarrie vs. Commander Bly, Joh Yowza, Orson Krennic, Osi Sobeck;$6000
Bespin, Rebel Alliance;Shara Bey vs. Hondo Ohnaka;$2000
Nal Hutta, The Empire;Captain Phasma, General Cassio Tagge, Poe Dameron vs. Commander Bly;$1000
Corellia, Rebel Alliance;Gizor Dellso, Rey vs. Admiral Conan Antonio Motti, Beru Whitesun Lars, Dexter Jettster, Letta Turmond, Shaak Ti;$12000
Hosnian Prime, The Empire;Nute Gunray vs. Berch Teller, Cassian Andor, Jobal Naberrie, Onaconda Farr;$2000
Yavin, Manhattan;Avengers, Barada, Baze Malbus, Eneb Ray, Gallius Rax, Leia Organa, Mace Windu, Mother Talzin, Shara Bey, Thor, Tikkes vs. 0-0-0;$14000
Kashyyyk, The Empire;Che Amanwe Papanoida vs. Inquisitors, Owen Lars, Ree-Yees, Rey;$4000
Naboo, The Empire;Admiral Firmus Piett, Boss Rugor Nass, Che Amanwe Papanoida, Han Solo, Po Nudo Paul, Qui-Gon Jinn, R5-D4, Rey, Snaggletooth vs. Avengers, Leia Organa, Oola, Saw Gerrera, Wullf Yularen;$18000
Onderon, Manhattan;Avengers vs. Cad Bane, Luminara Unduli;$0
Hell's Kitchen, Manhattan;Ziro the Hutt vs. Jom Barell, Palpatine;$3000
Hosnian Prime, The Empire;Captain Roos Tarpals, Moralo Eval vs. Bo-Katan Kryze;$1000
Geonosis, The Empire;Luminara Unduli, Obi-Wan Kenobi vs. Po Nudo Paul, R4-G9;$4000
Kashyyyk, The Empire;4-LOM, General Maximilian Veers, Paploo, Quinlan Vos, Watchmen vs. Admiral Gial Ackbar, Avengers, Ciena Ree, Cordé, Luke Skywalker, Salacious B. Crumb, Tion Medon, X-Men;$5000
Alderaan, Rebel Alliance;Eirtaé vs. Alton Kastle, Cassian Andor, Chief Chirpa, Orson Krennic, Romba, Rorschach, Salacious B. Crumb, Tulon Voidgazer;$3000
Mustafar, The Empire;Baze Malbus, Kanan Jarrus, Moff Delian Mors, Savage Opress vs. Bib Fortuna, Cassian Andor, Jabba the Hutt, Sabine Wren, Sinjir Rath Velus, Thor, Wolverine;$9000
Mon Cala, The Empire;Darth Maul, Hera Syndulla, Lumat, Wolverine, Xamuel Lennox vs. Admiral Gial Ackbar, BB-8, Obi-Wan Kenobi, R4-P17;$27000
Endor, Rebel Alliance;Agent Kallus, Avengers, Chewbacca, Count Dooku, Greedo, Luke Skywalker, Onaconda Farr, Queen Apailana, Teedo vs. Almec, Cut Lawquane, RA-7;$5000
Jedha, The Empire;Avengers, Darth Maul vs. Admiral Conan Antonio Motti, Agen Kolar, Bodhi Rook, Chewbacca, Chief Chirpa, Commander Wolffe, Jom Barell, K-2SO, Mercurial Swift, Orson Krennic, Poggle the Lesser, Quarrie, Qui-Gon Jinn, Rey, Rukh, Shaak Ti, Wolverine, Wullf Yularen;$7000
Mandalore, The Empire;Darth Maul vs. Avengers, Watchmen;$6000
Endor, Rebel Alliance;Cad Bane, Clone Trooper Fives, Lando Calrissian, Wittin, Yané vs. Aiolin and Morit Astarte, Ketsu Onyo;$2000
Jedha, The Empire;Captain Lorth Needa, Cordé, Padmé Amidala vs. Commander Gree, Gallius Rax;$16000
Scarif, Manhattan;Iron Man, Tion Medon vs. FN-2199;$1000
Alderaan, Rebel Alliance;Admiral Kendal Ozzel, Amee, Bodhi Rook, Ima-Gun Di, Karina the Great, Longo Two-Guns, Mina Bonteri vs. Bazine Netal, Jobal Naberrie, Jom Barell, Quarrie;$17000
Mustafar, The Empire;Rey vs. Alton Kastle, Biggs Darklighter, Black Krrsantan, Garindan, General Cassio Tagge, R2-KT;$3000
Geonosis, The Empire;Garindan, Zev Senesca vs. Tulon Voidgazer;$2000
Scarif, Manhattan;Finn, Rappertunie, Savage Opress vs. Hera Syndulla, R5-D4;$4000
Jedha, The Empire;Berch Teller, Wedge Antilles vs. Bazine Netal;$6000
Bespin, Rebel Alliance;Captain Gregor, Luke Skywalker vs. Pooja Naberrie, Wolverine;$7000
Concord Dawn, Rebel Alliance;Avengers, Luke Skywalker, Po Nudo Paul vs. Admiral Gial Ackbar, Ezra Bridger, Inspector Thanoth, Iron Man, Mina Bonteri, Morley, Ruwee Naberrie;$6000
Dagobah, Rebel Alliance;Bodhi Rook, Mace Windu vs. Admiral Gial Ackbar, Anakin Skywalker, General Crix Madine;$4000
Bespin, Rebel Alliance;Captain Lorth Needa, Riff Tamson vs. Jango Fett, Rorschach;$0
Concord Dawn, Rebel Alliance;Admiral Gial Ackbar, General Crix Madine, Wedge Antilles vs. Avengers, Darth Maul, Dormé, Kit Fisto, R5-D4, The Bendu, Wittin;$1000
Sullust, Manhattan;Cassian Andor, Mace Windu, Momaw Nadon, Rey, Rogue Squadron, Thor vs. General Maximilian Veers;$10000
Naboo, The Empire;Chirrut Îmwe, Leia Organa, Mace Windu, Morley, Queen Breha Organa, Wullf Yularen vs. Admiral Firmus Piett, Chief Chirpa, Jyn Erso, Oola, Watchmen, X-Men;$18000
Alderaan, Rebel Alliance;BB-8, Baze Malbus, Che Amanwe Papanoida, Dexter Jettster, Mon Mothma vs. Admiral Firmus Piett, Cordé, Odd Ball, Palpatine, Wolverine;$9000
Kamino, The Empire;Commander Fil vs. Count Dooku, Jango Fett;$3000
Bespin, Rebel Alliance;2-1B, Ketsu Onyo, Wedge Antilles vs. Chirrut Îmwe, Moteé, R2-D2, Ric Olié, Salacious B. Crumb, Shmi Skywalker;$4000
Jedha, The Empire;Bo-Katan Kryze, King Katuunko, Sana Starros vs. Aayla Secura, Black Krrsantan, Bodhi Rook, Finis Valorum, Greer Sonnel, Iron Man, Janus Greejatus, Letta Turmond, Longo Two-Guns, Moff Tiaan Jerjerrod, Rabé;$9000
Yavin, Manhattan;Kylo Ren vs. Ransolm Casterfo;$0
Jedha, The Empire;Aayla Secura, Admiral Conan Antonio Motti, Admiral Firmus Piett, Alton Kastle, Captain Jeremoch Colton, Chief Chirpa, Darth Bane, Darth Maul, Doctor Aphra, Gonk droid, Gungi, Hera Syndulla, Jas Emari, Queen Miraj Scintel, Watchmen vs. Lieutenant Watts, Rorschach;$5000
Concord Dawn, Rebel Alliance;Berch Teller, Finn, General Maximilian Veers, Mina Bonteri, R2-D2 vs. Avengers, Doctor Cornelius, Greeata Jendowanian, Greedo, Ona Nobis, Wedge Antilles;$15000
Concord Dawn, Rebel Alliance;Bodhi Rook, Iron Man vs. Mina Bonteri, Moff Tiaan Jerjerrod;$3000
Yavin, Manhattan;Poe Dameron vs. Captain Jeremoch Colton, Cassian Andor, Longo Two-Guns;$0
Sullust, Manhattan;Jango Fett vs. Avengers, Cassian Andor, Commander Fox, Jas Emari, Queen Apailana, R2-D2, Rorschach, Sabine Wren;$2000
Scarif, Manhattan;Captain Jeremoch Colton, Captain Phasma, Darth Maul, Ima-Gun Di, Letta Turmond, Luke Skywalker, Max Rebo, Rey vs. Captain Roos Tarpals, Wolverine;$21000
Kashyyyk, The Empire;Ben Quadinaros, Jobal Naberrie, Joclad Danva, Kylo Ren, Lama Su, Quinlan Vos, R2-KT, Rogue Squadron, Rotta the Hutt, Taun We, Yoda vs. Dormé, R2-D2;$7000
Scarif, Manhattan;Governor Arihnda Pryce, Leia Organa, Lobot vs. Adi Gallia, General Crix Madine, General Maximilian Veers, Mercurial Swift, Saesee Tiin, Salacious B. Crumb;$6000
